Medicine Type,Width (mm),Height (mm),Mask Area (mm^2),Perimeter (mm),Aspect Ratio,Extent,Solidity,Chain Code Length,Chain Code,Histogram R Mean,Histogram R StdDev,Histogram G Mean,Histogram G StdDev,Histogram B Mean,Histogram B StdDev,Histogram Gray Mean,Histogram Gray StdDev
Ampoule,11.71,30.29,163.84,109.88,0.39,0.46,0.63,344,"[2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 2, 2, 2, 2, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 5, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 6, 7, 0, 5, 4, 6, 6, 6, 6, 6, 6, 6, 3, 2, 2, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 0, 7, 7, 6, 7, 7, 7, 0, 0, 2, 3, 0, 0, 7, 7, 7, 7, 0, 7, 0, 1, 0, 0, 7, 5, 6, 7, 0, 1, 1, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 2, 0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 7, 7, 6, 5, 6, 4, 5, 5, 6, 5, 4, 3, 4, 6, 7, 7, 6, 7, 6, 7, 7, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 4, 6, 5, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 6, 4, 3, 4, 3, 3, 4, 5, 3, 3, 4, 3, 3, 3]",30.43,86.13,30.24,83.38,32.19,97.82,30.27,84.2
Ampoule,11.71,30.57,162.9,105.58,0.38,0.45,0.63,331,"[2, 3, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 6, 5, 5, 5, 5, 5, 6, 0, 5, 4, 5, 5, 6, 6, 7, 6, 6, 6, 5, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 6, 7, 7, 0, 2, 2, 3, 2, 3, 3, 0, 1, 7, 7, 7, 7, 0, 7, 7, 0, 1, 0, 0, 0, 2, 2, 2, 3, 2, 3, 3, 1, 1, 0, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 6, 7, 6, 5, 6, 5, 4, 5, 6, 5, 4, 4, 6, 7, 6, 7, 6, 7, 7, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 6, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 6, 3, 4, 6, 2, 4, 5, 4, 3, 3, 4, 5, 3, 4, 3, 3, 3, 3]",28.39,85.62,28.45,85.09,28.87,89.65,28.39,85.25
Ampoule,11.71,30.86,163.02,112.64,0.38,0.45,0.61,352,"[2, 3, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 3, 1, 2, 3, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 0, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 7, 7, 0, 2, 2, 3, 2, 3, 2, 7, 0, 7, 7, 7, 7, 0, 0, 0, 0, 0, 7, 6, 6, 0, 1, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 7, 6, 6, 6, 5, 4, 6, 5, 5, 4, 4, 6, 7, 6, 7, 6, 0, 6, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 3, 4, 5, 5, 5, 5, 5, 6, 3, 4, 6, 4, 3, 4, 3, 3, 4, 5, 3, 4, 3, 3, 3, 3]",32.62,94.76,32.57,93.3,33.49,107.94,32.51,94.01
Ampoule,11.71,30.29,161.27,106.72,0.39,0.45,0.62,335,"[2, 3, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 5, 5, 6, 5, 5, 5, 5, 5, 6, 0, 4, 5, 5, 6, 6, 6, 7, 6, 6, 4, 5, 5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 0, 1, 2, 3, 3, 1, 7, 0, 7, 7, 7, 7, 0, 7, 0, 0, 1, 0, 7, 5, 4, 3, 4, 5, 6, 0, 7, 0, 0, 0, 1, 1, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 1, 1, 0, 2, 0, 1, 0, 2, 1, 1, 1, 1, 7, 6, 6, 5, 5, 5, 5, 6, 5, 4, 4, 6, 7, 6, 6, 7, 7, 7, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 6, 5, 4, 4, 3, 4, 3, 4, 4, 3, 3, 4, 3, 3, 3]",32.5,108.58,32.13,105.48,34.33,129.19,32.27,107.18
Ampoule,11.71,30.86,163.02,111.46,0.38,0.45,0.61,352,"[2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 3, 1, 2, 3, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 0, 1, 2, 3, 3, 1, 7, 0, 7, 7, 7, 0, 7, 7, 0, 0, 1, 0, 7, 5, 6, 7, 0, 1, 1, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 1, 1, 0, 1, 1, 2, 0, 1, 1, 2, 1, 0, 1, 6, 7, 5, 6, 5, 5, 5, 5, 6, 5, 4, 4, 6, 7, 6, 7, 6, 7, 7, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 6, 5, 4, 2, 4, 5, 4, 3, 3, 4, 5, 3, 4, 3, 3, 3, 3]",38.14,146.56,37.91,144.06,39.66,154.57,37.84,143.8
Ampoule,11.71,30.57,162.33,99.06,0.38,0.45,0.63,309,"[2, 3, 3, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 6, 6, 0, 1, 5, 4, 6, 6, 6, 6, 5, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 0, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 7, 7, 0, 2, 2, 3, 2, 3, 3, 0, 0, 7, 7, 7, 7, 0, 7, 0, 0, 1, 0, 0, 2, 2, 2, 3, 2, 3, 3, 1, 1, 0, 2, 0, 0, 1, 1, 2, 2, 1, 0, 1, 6, 6, 6, 5, 5, 5, 5, 6, 5, 4, 3, 4, 6, 7, 7, 6, 6, 7, 7, 7, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 6, 3, 4, 6, 3, 4, 4, 3, 3, 4, 5, 3, 3, 4, 3, 3, 3]",34.04,109.59,33.96,107.67,35.84,126.19,33.96,109.63
Ampoule,11.71,30.86,162.61,109.98,0.38,0.45,0.6,346,"[2, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 5, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 6, 7, 6, 6, 5, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 0, 7, 7, 6, 7, 7, 7, 7, 7, 6, 7, 7, 0, 2, 2, 3, 2, 3, 3, 0, 0, 7, 7, 7, 7, 0, 7, 0, 0, 1, 0, 7, 5, 6, 7, 0, 1, 2, 2, 3, 3, 2, 2, 3, 2, 3, 3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 6, 5, 6, 6, 5, 4, 6, 5, 5, 4, 4, 6, 7, 6, 6, 7, 7, 7, 7, 6, 5, 5, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 1, 2, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 4, 5, 4, 5, 5, 5, 5, 5, 6, 3, 4, 6, 4, 3, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3]",33.4,107.27,33.38,106.07,33.5,114.53,33.26,106.8
Ampoule,11.71,30.0,162.04,106.32,0.39,0.46,0.63,334,"[2, 3, 3, 1, 2, 3, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 2, 2, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 5, 6, 6, 7, 4, 1, 2, 2, 4, 5, 6, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 0, 7, 0, 2, 3, 3, 3, 2, 1, 7, 7, 7, 0, 7, 7, 0, 7, 0, 0, 1, 0, 1, 2, 2, 2, 3, 3, 3, 1, 2, 0, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 7, 6, 6, 7, 5, 5, 5, 5, 5, 6, 5, 3, 4, 4, 6, 7, 7, 7, 6, 7, 7, 7, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 1, 1, 5, 5, 4, 5, 5, 5, 5, 2, 4, 5, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3]",31.36,95.98,31.2,90.9,34.04,121.87,31.17,94.64
Ampoule,12.46,31.88,173.32,114.04,0.39,0.44,0.64,352,"[2, 3, 2, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 1, 2, 2, 3, 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 6, 5, 6, 7, 6, 5, 6, 6, 5, 6, 6, 6, 6, 5, 4, 6, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 6, 7, 0, 0, 2, 3, 3, 2, 0, 7, 7, 7, 7, 0, 7, 7, 0, 0, 0, 0, 0, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 0, 7, 7, 7, 7, 7, 7, 6, 7, 6, 7, 7, 7, 7, 5, 6, 0, 5, 5, 5, 5, 1, 2, 4, 5, 5, 5, 6, 2, 4, 4, 6, 4, 2, 4, 4, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 0, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 2, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 6, 4, 2, 4, 4, 3, 4, 4, 3, 3, 3, 3, 3]",25.29,44.35,25.33,44.02,25.93,51.81,25.2,43.49
Ampoule,12.46,30.14,155.22,103.97,0.41,0.41,0.62,321,"[2, 3, 2, 3, 2, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 0, 1, 0, 1, 5, 5, 4, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 3, 4, 5, 6, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 6, 7, 0, 1, 2, 3, 3, 2, 3, 1, 1, 7, 7, 7, 7, 7, 7, 0, 7, 0, 0, 0, 1, 1, 1, 2, 3, 2, 3, 3, 3, 2, 1, 7, 7, 7, 6, 7, 7, 6, 7, 7, 7, 7, 6, 6, 7, 5, 5, 5, 5, 1, 1, 2, 4, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 3, 4, 5, 6, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 1, 1, 2, 4, 5, 5, 5, 5, 5, 6, 5, 2, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 6, 2, 4, 4, 5, 2, 4, 3, 4, 3, 3, 3]",37.73,101.36,37.92,102.01,39.42,111.82,37.71,100.41
Ampoule,12.17,28.7,184.08,93.8,0.42,0.53,0.71,288,"[2, 2, 2, 3, 2, 3, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 6, 5, 6, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 4, 4, 6, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 6, 7, 7, 0, 2, 2, 2, 0, 7, 7, 7, 7, 7, 0, 7, 7, 0, 0, 0, 0, 2, 2, 2, 3, 3, 2, 2, 2, 0, 7, 7, 7, 7, 6, 6, 7, 6, 0, 7, 7, 6, 5, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 6, 5, 2, 4, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 4, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3, 3, 3]",29.0,56.25,29.62,59.22,29.62,63.44,29.2,56.83
Ampoule,12.46,28.99,173.83,101.38,0.43,0.48,0.67,310,"[2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 0, 1, 1, 1, 5, 5, 6, 5, 6, 5, 6, 0, 1, 5, 5, 5, 6, 6, 7, 5, 6, 5, 6, 6, 6, 4, 4, 6, 7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 6, 7, 0, 1, 2, 3, 3, 2, 3, 1, 2, 1, 5, 6, 0, 7, 7, 7, 7, 7, 0, 7, 7, 0, 1, 7, 0, 1, 1, 2, 2, 2, 3, 2, 3, 3, 2, 3, 7, 0, 7, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 6, 5, 6, 5, 5, 4, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 6, 5, 4, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 1, 2, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 1, 2, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 5, 5, 6, 3, 4, 5, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3]",26.71,70.95,25.45,55.76,27.29,75.26,25.57,57.48
